precision,recall,threshold
0.9005075426476808,0.9998591152437306,9.255968436150397e-09
0.9005202385484076,0.9998591152437306,9.352239871418533e-09
0.9005329348071284,0.9998591152437306,9.439461656768344e-09
0.9005315324206579,0.9998434613819229,9.466344152997408e-09
0.9005442291966275,0.9998434613819229,9.55240775368793e-09
0.900556926330631,0.9998434613819229,9.603779993483386e-09
0.9005696238226835,0.9998434613819229,9.613291496179954e-09
0.9005823216728001,0.9998434613819229,9.75159331062514e-09
0.900595019880996,0.9998434613819229,9.881834905911546e-09
0.9006077184472864,0.9998434613819229,9.889283170139151e-09
0.9006204173716864,0.9998434613819229,9.97218840836922e-09
0.9006331166542112,0.9998434613819229,1.0040591469362425e-08
0.9006458162948757,0.9998434613819229,1.016340434034646e-08
0.9006585162936954,0.9998434613819229,1.0213502044109646e-08
0.9006712166506853,0.9998434613819229,1.0234758818228329e-08
0.9006839173658605,0.9998434613819229,1.0400713179592458e-08
0.9006966184392362,0.9998434613819229,1.0408967909825151e-08
0.9007093198708276,0.9998434613819229,1.056381471187251e-08
0.9007220216606499,0.9998434613819229,1.0581459264358273e-08
0.900734723808718,0.9998434613819229,1.0697903007894638e-08
0.9007474263150472,0.9998434613819229,1.1064892113665792e-08
0.9007601291796528,0.9998434613819229,1.1155164791887273e-08
0.9007728324025498,0.9998434613819229,1.1157717416665491e-08
0.9007855359837533,0.9998434613819229,1.1158420853973894e-08
0.9007982399232787,0.9998434613819229,1.1166745750301743e-08
0.9008109442211409,0.9998434613819229,1.116983483484546e-08
0.9008236488773553,0.9998434613819229,1.1230076424340041e-08
0.9008363538919368,0.9998434613819229,1.1250421039221692e-08
0.9008490592649009,0.9998434613819229,1.1254133625016038e-08
0.9008617649962624,0.9998434613819229,1.1331525051616609e-08
0.9008744710860367,0.9998434613819229,1.1335091087971705e-08
0.9008871775342389,0.9998434613819229,1.1379847286718814e-08
0.9008998843408841,0.9998434613819229,1.1555945533814338e-08
0.9009125915059876,0.9998434613819229,1.1577255598638203e-08
0.9009252990295644,0.9998434613819229,1.1582844017254956e-08
0.9009380069116298,0.9998434613819229,1.1585297166050168e-08
0.900950715152199,0.9998434613819229,1.1654201159672084e-08
0.9009634237512871,0.9998434613819229,1.1809291322606441e-08
0.9009761327089093,0.9998434613819229,1.1818618972370132e-08
0.9009888420250808,0.9998434613819229,1.1865012083944748e-08
0.9010015516998167,0.9998434613819229,1.1912745456754692e-08
0.901014261733132,0.9998434613819229,1.1970073821032656e-08
0.9010269721250423,0.9998434613819229,1.2013071426508759e-08
0.9010396828755625,0.9998434613819229,1.2086804446198585e-08
0.9010523939847078,0.9998434613819229,1.2089408585325145e-08
0.9010651054524935,0.9998434613819229,1.2123283710252508e-08
0.9010778172789345,0.9998434613819229,1.2153402728642959e-08
0.9010905294640464,0.9998434613819229,1.2163700269240962e-08
0.901103242007844,0.9998434613819229,1.2253515535576298e-08
0.9011159549103427,0.9998434613819229,1.2299221197054067e-08
0.9011286681715576,0.9998434613819229,1.2316852426863534e-08
0.9011413817915038,0.9998434613819229,1.2333825516464003e-08
0.9011540957701967,0.9998434613819229,1.2456407461058916e-08
0.9011668101076513,0.9998434613819229,1.2492477274861358e-08
0.9011795248038829,0.9998434613819229,1.2515467773255295e-08
0.9011922398589065,0.9998434613819229,1.2608553312531967e-08
0.9012049552727376,0.9998434613819229,1.2672975557848076e-08
0.9012176710453911,0.9998434613819229,1.2688769146507184e-08
0.9012303871768823,0.9998434613819229,1.2705092089504433e-08
0.9012431036672264,0.9998434613819229,1.2711976360435528e-08
0.9012558205164386,0.9998434613819229,1.2727236153864396e-08
0.901268537724534,0.9998434613819229,1.2743439192774986e-08
0.9012812552915279,0.9998434613819229,1.2986007824622448e-08
0.9012939732174354,0.9998434613819229,1.3051114855500145e-08
0.9013066915022719,0.9998434613819229,1.3103545803971883e-08
0.9013194101460523,0.9998434613819229,1.3166578938239581e-08
0.901332129148792,0.9998434613819229,1.3281847621726683e-08
0.9013448485105062,0.9998434613819229,1.3282810407133638e-08
0.9013575682312099,0.9998434613819229,1.331002241755641e-08
0.9013702883109186,0.9998434613819229,1.3688986832960381e-08
0.9013830087496472,0.9998434613819229,1.3774712037672998e-08
0.9013957295474111,0.9998434613819229,1.3854151603709397e-08
0.9014084507042254,0.9998434613819229,1.3930039344245415e-08
0.9014211722201053,0.9998434613819229,1.4034100992432741e-08
0.901433894095066,0.9998434613819229,1.4134408310439994e-08
0.9014466163291228,0.9998434613819229,1.4195117081783337e-08
0.9014593389222909,0.9998434613819229,1.4198446862678793e-08
0.9014720618745854,0.9998434613819229,1.4377958379441225e-08
0.9014847851860216,0.9998434613819229,1.439760755062025e-08
0.9014975088566146,0.9998434613819229,1.4420336036380377e-08
0.9015102328863797,0.9998434613819229,1.4449712537611958e-08
0.901522957275332,0.9998434613819229,1.4470479925421387e-08
0.9015356820234869,0.9998434613819229,1.4842882478660613e-08
0.9015484071308595,0.9998434613819229,1.4882569843166493e-08
0.901561132597465,0.9998434613819229,1.4936944126020535e-08
0.9015738584233185,0.9998434613819229,1.5161752742187673e-08
0.9015865846084354,0.9998434613819229,1.5172282985531638e-08
0.9015993111528309,0.9998434613819229,1.5316148349597825e-08
0.9016120380565201,0.9998434613819229,1.5347966453305162e-08
0.9016247653195184,0.9998434613819229,1.5353792903738395e-08
0.9016374929418408,0.9998434613819229,1.5441576906027876e-08
0.9016502209235026,0.9998434613819229,1.570348295842905e-08
0.9016629492645191,0.9998434613819229,1.594566612084236e-08
0.9016756779649053,0.9998434613819229,1.6030993421622952e-08
0.9016884070246767,0.9998434613819229,1.612969136033371e-08
0.9017011364438484,0.9998434613819229,1.6352789344864505e-08
0.9017138662224355,0.9998434613819229,1.6368671751365582e-08
0.9017265963604535,0.9998434613819229,1.6508542088899958e-08
0.9017393268579174,0.9998434613819229,1.6659932100537844e-08
0.9017520577148423,0.9998434613819229,1.672845506561771e-08
0.9017647889312438,0.9998434613819229,1.6780353107037627e-08
0.9017634019963574,0.9998278075201152,1.687091710778077e-08
0.9017761337324222,0.9998278075201152,1.6921157808269527e-08
0.9017888658280034,0.9998278075201152,1.6932201418740078e-08
0.9018015982831163,0.9998278075201152,1.7103287675013235e-08
0.9018143310977762,0.9998278075201152,1.7103939597973294e-08
0.9018270642719982,0.9998278075201152,1.7272382635269423e-08
0.9018397978057976,0.9998278075201152,1.728444587456579e-08
0.9018525316991896,0.9998278075201152,1.7313514177885736e-08
0.9018652659521893,0.9998278075201152,1.7319360168244202e-08
0.9018780005648122,0.9998278075201152,1.7448872569048035e-08
0.9018907355370733,0.9998278075201152,1.7483387182437582e-08
0.9019034708689881,0.9998278075201152,1.7499333537784878e-08
0.9019162065605716,0.9998278075201152,1.7582371114599482e-08
0.9019289426118391,0.9998278075201152,1.759807233270294e-08
0.9019275577208219,0.9998121536583076,1.7611572644682383e-08
0.9019402942920891,0.9998121536583076,1.7651322181677642e-08
0.9019530312230805,0.9998121536583076,1.7709831823253808e-08
0.9019657685138113,0.9998121536583076,1.7971778731862287e-08
0.9019785061642965,0.9998121536583076,1.8207815699611274e-08
0.9019912441745516,0.9998121536583076,1.8447513738806265e-08
0.9020039825445918,0.9998121536583076,1.855110731696641e-08
0.9020167212744322,0.9998121536583076,1.8682026592387047e-08
0.9020294603640883,0.9998121536583076,1.87449540334228e-08
0.9020421998135751,0.9998121536583076,1.8755361708144846e-08
0.902054939622908,0.9998121536583076,1.894740009333873e-08
0.9020676797921021,0.9998121536583076,1.896081336383304e-08
0.9020804203211729,0.9998121536583076,1.899212342948431e-08
